Dataset,Group,name,SampleID,taxonomy_id,taxonomy_lvl,kraken_assigned_reads,added_reads,new_est_reads,fraction_total_reads,Gene.ID,TotalRpoBHitsInSample,SkinSite,microenvironment,NormHits,superkingdom,phylum,class,order,family,genus,species
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-022_S113,1747,S,1,0,1,1,RF01482,5376,occiput,sebaceous,1.8601190476190475e-4,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-023_S114,1747,S,117,0,117,0.96694,RF00174,1793,back,sebaceous,0.0652537646402677,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-024_S115,1747,S,173,1,174,0.89691,RF00174,1330,volar_forearm,dry,0.13082706766917293,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-024_S115,1747,S,3,0,3,1,RF01482,1330,volar_forearm,dry,0.002255639097744361,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-025_S116,1747,S,71,0,71,0.9,RF00174,1474,antecubital fossa,moist,0.04816824966078698,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-025_S116,1747,S,5,0,5,1,RF01482,1474,antecubital fossa,moist,0.0033921302578018998,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-026_S117,1747,S,7,0,7,1,RF00174,15,umbilicus,moist,0.4666666666666667,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-027_S118,1747,S,10,0,10,1,RF00174,294,toe_web_space,foot,0.034013605442176874,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-028_S119,1747,S,2097,0,2097,0.97991,RF00174,7514,alar crease,sebaceous,0.27907905243545383,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-029_S120,1747,S,8,0,8,0.88889,RF00174,239,nare,moist,0.03347280334728033,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-029_S120,1747,S,1,0,1,1,RF01482,239,nare,moist,0.0041841004184100415,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-030_S121,1747,S,425,0,425,0.93009,RF00174,1278,occiput,sebaceous,0.33255086071987483,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-030_S121,1747,S,17,0,17,1,RF01482,1278,occiput,sebaceous,0.013302034428794992,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-031_S122,1747,S,3010,18,3028,0.99105,RF00174,11206,back,sebaceous,0.270212386221667,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-032_S123,1747,S,1463,16,1479,0.96668,RF00174,7205,volar_forearm,dry,0.20527411519777933,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-033_S124,1747,S,541,10,551,0.93535,RF00174,3535,antecubital fossa,moist,0.15586987270155586,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-034_S125,1747,S,32,0,32,0.13099,RF00174,14720,umbilicus,moist,0.002173913043478261,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-035_S126,1747,S,5,0,5,0.21493,RF00174,22350,toe_web_space,foot,2.2371364653243848e-4,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-037_S128,1747,S,1032,0,1032,0.97175,RF00174,3519,alar crease,sebaceous,0.2932651321398124,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-038_S129,1747,S,30,0,30,0.90909,RF00174,371,nare,moist,0.08086253369272237,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-039_S130,1747,S,2616,2,2618,0.97321,RF00174,9430,occiput,sebaceous,0.27762460233297986,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-040_S131,1747,S,3391,2,3393,0.95495,RF00174,12407,back,sebaceous,0.2734746514064641,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-041_S132,1747,S,516,4,520,0.90945,RF00174,3697,volar_forearm,dry,0.14065458479848525,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-042_S133,1747,S,229,2,231,0.90846,RF00174,2270,antecubital fossa,moist,0.10176211453744494,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-043_S134,1747,S,876,1,877,0.939,RF00174,7728,umbilicus,moist,0.11348343685300206,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-044_S135,1747,S,1,0,1,0.2,RF00174,23394,toe_web_space,foot,4.274600324869625e-5,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-046_S137,1747,S,4329,3,4332,0.9224,RF00174,15241,alar crease,sebaceous,0.28423331802375174,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-047_S138,1747,S,10,0,10,0.66667,RF00174,1595,nare,moist,0.006269592476489028,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-048_S139,1747,S,2524,1,2525,0.98826,RF00174,13909,occiput,sebaceous,0.1815371342296355,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-049_S140,1747,S,95,0,95,0.88785,RF00174,1017,back,sebaceous,0.09341199606686332,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-049_S140,1747,S,6,0,6,1,RF01482,1017,back,sebaceous,0.0058997050147492625,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-050_S141,1747,S,28,0,28,0.82353,RF00174,524,volar_forearm,dry,0.05343511450381679,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-051_S142,1747,S,15,0,15,0.625,RF00174,403,antecubital fossa,moist,0.03722084367245657,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-052_S143,1747,S,19,0,19,0.13768,RF00174,15487,umbilicus,moist,0.0012268354103441596,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-053_S144,1747,S,42,0,42,0.63389,RF00174,1480,nare,moist,0.02837837837837838,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-053_S144,1747,S,4,0,4,1,RF01482,1480,nare,moist,0.002702702702702703,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-054_S145,1747,S,1225,15,1240,0.88688,RF00174,14723,occiput,sebaceous,0.08422196563200435,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-055_S146,1747,S,177,5,182,0.64106,RF00174,2692,back,sebaceous,0.0676077265973254,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-056_S147,1747,S,218,8,226,0.68598,RF00174,3602,volar_forearm,dry,0.06274292059966685,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-057_S148,1747,S,128,7,135,0.6411,RF00174,5786,antecubital fossa,moist,0.023332181126857934,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-058_S149,1747,S,66,0,66,0.47759,RF00174,14906,umbilicus,moist,0.0044277472158862205,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-059_S150,1747,S,228,3,231,0.81537,RF00174,10009,toe_web_space,foot,0.023079228694175242,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-060_S151,1747,S,4492,1,4493,0.98921,RF00174,15126,alar crease,sebaceous,0.2970382123495967,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-061_S152,1747,S,19,0,19,0.95,RF00174,153,nare,moist,0.12418300653594772,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-061_S152,1747,S,5,0,5,1,RF01482,153,nare,moist,0.032679738562091505,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-062_S153,1747,S,3018,1,3019,0.9967,RF00174,8925,occiput,sebaceous,0.33826330532212884,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-063_S154,1747,S,270,1,271,0.98192,RF00174,1426,back,sebaceous,0.1900420757363254,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-063_S154,1747,S,8,0,8,1,RF01482,1426,back,sebaceous,0.005610098176718092,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-064_S155,1747,S,303,7,310,0.94191,RF00174,2023,volar_forearm,dry,0.1532377656945131,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-064_S155,1747,S,5,0,5,1,RF01482,2023,volar_forearm,dry,0.002471576866040534,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-065_S172,1747,S,818,2,820,0.96469,RF00174,3846,antecubital fossa,moist,0.21320852834113366,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-066_S173,1747,S,39,0,39,0.68421,RF00174,643,umbilicus,moist,0.060653188180404355,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-066_S173,1747,S,3,0,3,1,RF01482,643,umbilicus,moist,0.004665629860031105,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-067_S174,1747,S,9,0,9,0.26666,RF00174,13004,toe_web_space,foot,6.920947400799754e-4,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-068_S175,1747,S,2271,1,2272,0.98997,RF00174,13772,alar crease,sebaceous,0.16497240778390937,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-069_S176,1747,S,50,0,50,0.79365,RF00174,734,nare,moist,0.0681198910081744,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-069_S176,1747,S,1,0,1,1,RF01482,734,nare,moist,0.0013623978201634877,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-070_S177,1747,S,262,0,262,0.83171,RF00174,13385,occiput,sebaceous,0.019574150168098617,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-071_S178,1747,S,39,0,39,0.53552,RF00174,2536,back,sebaceous,0.015378548895899053,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-072_S179,1747,S,61,2,63,0.71851,RF00174,1056,volar_forearm,dry,0.05965909090909091,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-072_S179,1747,S,2,0,2,1,RF01482,1056,volar_forearm,dry,0.001893939393939394,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-073_S180,1747,S,135,2,137,0.63474,RF00174,2565,antecubital fossa,moist,0.05341130604288499,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-073_S180,1747,S,2,0,2,1,RF01482,2565,antecubital fossa,moist,7.797270955165692e-4,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-074_S181,1747,S,25,0,25,1,RF00174,21353,umbilicus,moist,0.0011707956727391936,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-075_S182,1747,S,9,0,9,0.12323,RF00174,11189,toe_web_space,foot,8.043614264009295e-4,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-077_S184,1747,S,1323,0,1323,0.9925,RF00174,3678,alar crease,sebaceous,0.35970636215334423,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-077_S184,1747,S,1,0,1,1,RF01482,3678,alar crease,sebaceous,2.718868950516585e-4,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-078_S185,1747,S,266,0,266,0.98159,RF00174,1268,nare,moist,0.20977917981072555,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-078_S185,1747,S,10,0,10,1,RF01482,1268,nare,moist,0.007886435331230283,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-079_S186,1747,S,2804,4,2808,0.98594,RF00174,11817,occiput,sebaceous,0.2376237623762376,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-080_S187,1747,S,2669,7,2676,0.99403,RF00174,8630,back,sebaceous,0.3100811123986095,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-081_S188,1747,S,2743,10,2753,0.99523,RF00174,11046,volar_forearm,dry,0.2492304906753576,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-082_S189,1747,S,321,0,321,0.99687,RF00174,15569,antecubital fossa,moist,0.020617894534009893,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-083_S190,1747,S,1094,9,1103,0.96482,RF00174,6128,umbilicus,moist,0.1799934725848564,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-084_S191,1747,S,7,0,7,0.46667,RF00174,23647,toe_web_space,foot,2.960206368672559e-4,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-085_S192,1747,S,2528,0,2528,0.95828,RF00174,8615,alar crease,sebaceous,0.2934416715031921,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-086_S193,1747,S,3,0,3,1,RF00174,76,nare,moist,0.039473684210526314,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-087_S194,1747,S,602,6,608,0.4132,RF00174,5213,occiput,sebaceous,0.11663149817763284,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-087_S194,1747,S,1,0,1,1,RF01482,5213,occiput,sebaceous,1.918281220026856e-4,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-088_S195,1747,S,250,0,250,0.09564,RF00174,7644,back,sebaceous,0.03270538984824699,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-089_S196,1747,S,304,8,312,0.44354,RF00174,5236,volar_forearm,dry,0.059587471352177235,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-090_S197,1747,S,103,2,105,0.55284,RF00174,1961,antecubital fossa,moist,0.05354411014788373,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-090_S197,1747,S,2,0,2,1,RF01482,1961,antecubital fossa,moist,0.0010198878123406426,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-091_S198,1747,S,428,7,435,0.76564,RF00174,2256,umbilicus,moist,0.19281914893617022,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-091_S198,1747,S,17,0,17,0.94444,RF01482,2256,umbilicus,moist,0.007535460992907801,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-092_S199,1747,S,141,2,143,0.37339,RF00174,7527,toe_web_space,foot,0.018998272884283247,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-094_S201,1747,S,3510,2,3512,0.97826,RF00174,14275,alar crease,sebaceous,0.24602451838879158,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-095_S202,1747,S,5,0,5,0.625,RF00174,78,nare,moist,0.0641025641025641,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-095_S202,1747,S,2,0,2,1,RF01482,78,nare,moist,0.02564102564102564,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMB002-2-096_S203,1747,S,439,0,439,0.21213,RF00174,6292,occiput,sebaceous,0.06977113795295614,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMN002-3-01_S204,1747,S,3596,6,3602,0.9323,RF00174,13024,back,sebaceous,0.27656633906633904,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMN002-3-02_S205,1747,S,545,5,550,0.77938,RF00174,4775,volar_forearm,dry,0.11518324607329843,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMN002-3-03_S206,1747,S,216,1,217,0.63161,RF00174,5282,antecubital fossa,moist,0.04108292313517607,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMN002-3-04_S207,1747,S,212,2,214,0.82033,RF00174,8791,umbilicus,moist,0.024343078148106018,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMN002-3-05_S208,1747,S,17,0,17,0.77273,RF00174,16367,toe_web_space,foot,0.0010386753833934136,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMN002-3-06_S209,1747,S,6620,1,6621,0.9997,RF00174,21290,alar crease,sebaceous,0.3109910756223579,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
LKMB002,B12_Riboswitch,Cutibacterium acnes,LKMN002-3-07_S210,1747,S,18,0,18,1,RF00174,2596,nare,moist,0.006933744221879815,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes
